"id","zugid","zugverkehrstyp","zugtyp","zugowner","zugklasse","zugnummer","zugnummerfull","linie","evanr","arzeitsoll","arzeitist","dpzeitsoll","dpzeitist","gleissoll","gleisist","datum","streckengeplanthash","streckenchangedhash","zugstatus"
"3071555","4123128955113753793-1712061728-20","N","p","02","RE","10630","RE10630","6","8000086","19:44:00","19:46:00","19:48:00","19:48:00","5","5","2017-12-06","8f11a09e","b0bdaba1","n"
"3071556","1996487869040397201-1712061737-27","N","p","03","RB","10386","RB10386","33","8000086","19:24:00","19:29:00",NULL,NULL,"8","6","2017-12-06","f71bf3f9","f09c0603","n"
"3071557","-8597033347553503535-1712061830-15","D","p","R2","ERB","89894","ERB89894","RE3","8000086","19:50:00","20:12:00","19:53:00","20:13:00","2","2","2017-12-06","0289ebfc","b0bdaba1","n"
"3071558","-6348226935164405630-1712061936-4","N","p","03","RB","31983","RB31983","37","8000086","19:47:00","19:49:00",NULL,NULL,"1","1","2017-12-06","a8965599","b0bdaba1","n"
"3071559","-3712392859876781944-1712061833-20","S","p","03","S","31123","S31123","1","8000086","19:37:00","19:37:00","19:37:00","19:37:00","9","9","2017-12-06","4e627381","b0bdaba1","n"
"3071560","-7541807545227257700-1712061922-6","N","p","03","RE","11245","RE11245","42","8000086","19:58:00","20:05:00","20:02:00","20:07:00","8","8","2017-12-06","bb55db3f","b0bdaba1","n"
"3071561","7151881917849980267-1712061845-3","D","p","R2","ERB","89893","ERB89893","RE3","8000086","19:03:00","19:10:00","19:10:00","19:11:00","10","10","2017-12-06","86c79343","b0bdaba1","n"
"3071562","-2142784246140329213-1712061455-9","F","p","80","ICE","622","ICE622",,"8000086","19:57:00","20:09:00","20:03:00","20:11:00","12","12","2017-12-06","861ec296","b0bdaba1","n"
"3071563","-4212018856984234122-1712061907-13","D","p","AR","ABR","52266","ABR52266","RB35","8000086","19:54:00","19:57:00",NULL,NULL,"9","9","2017-12-06","73bbfb6b","b0bdaba1","n"
"3071564","-6681979032752031283-1712061744-17","D","p","AR","ABR","20033","ABR20033","RE19","8000086","19:15:00","19:15:00","19:16:00","19:16:00","2","2","2017-12-06","478df515","bff09b36","n"
"3071565","5404212507693263583-1712061910-1","D","p","N2","NWB","75116","NWB75116","RB31","8000086",NULL,NULL,"19:10:00","19:10:00","6","6","2017-12-06","9d43dbfe","b0bdaba1","n"
"3071566","8508104327632495938-1712061535-11","F","p","80","ICE","846","ICE846",,"8000086","19:47:00","19:48:00","19:49:00","19:50:00","4","4","2017-12-06","248eebe8","b0bdaba1","n"
"3071567","-3155485626296909563-1712061813-20","S","p","03","S","31118","S31118","1","8000086","19:13:00","19:14:00","19:15:00","19:15:00","5","5","2017-12-06","e69d9b58","b0bdaba1","n"
"3071568","-6258091537157081034-1712061827-17","S","p","03","S","30230","S30230","2","8000086","19:27:00","20:07:00",NULL,NULL,"1","1","2017-12-06","dd612aee","ffc8c2d1","c"
"3071569","367974716476112910-1712061703-17","N","p","05","RE","10028","RE10028","11","8000086","19:58:00","20:00:00","20:08:00","20:09:00","5","5","2017-12-06","07bf89ad","b0bdaba1","n"
"3071570","-2072031825536196010-1712061751-16","N","p","03","RE","10135","RE10135","1","8000086","19:36:00","19:44:00","19:38:00","19:45:00","12","12","2017-12-06","2d7e031b","b0bdaba1","n"
"3071571","4447890004106418758-1712061846-3","F","p","80","ICE","645","ICE645",,"8000086","19:08:00","19:08:00","19:10:00","19:10:00","12","12","2017-12-06","303e99b4","b0bdaba1","n"
"3071572","-7515497028783946459-1712061943-1","D","p","N2","NWB","75158","NWB75158","RB31","8000086",NULL,NULL,"19:43:00","19:43:00","6","6","2017-12-06","f349075d","b0bdaba1","n"
"3071573","-7900933708152241123-1712061557-5","F","p","80","IC","2195","IC2195",,"8000086","19:36:00","19:38:00","19:38:00","19:40:00","2","2","2017-12-06","e36f75cd","b0bdaba1","n"
"3071574","7099105501859303066-1712061820-10","N","p","03","RE","10136","RE10136","1","8000086","19:20:00","19:22:00","19:22:00","19:25:00","4","4","2017-12-06","8ea0270a","b0bdaba1","n"
"3071576","-8762127336041818616-1712061813-20","S","p","03","S","31121","S31121","1","8000086","19:07:00","19:07:00","19:07:00","19:08:00","9","9","2017-12-06","4e627381","b0bdaba1","n"
"3071577","6163728154603017214-1712061833-20","S","p","03","S","31124","S31124","1","8000086","19:33:00","19:33:00","19:35:00","19:35:00","5","5","2017-12-06","e69d9b58","b0bdaba1","n"
"3071578","-2970743220773379118-1712061935-1","N","p","03","RB","10393","RB10393","33","8000086",NULL,NULL,"19:35:00","19:35:00","6","6","2017-12-06","d10e8163","b0bdaba1","n"
"3071579","5691273433716152366-1712061906-8","N","p","03","RE","10531","RE10531","5","8000086","19:40:00","19:43:00","19:42:00","19:45:00","2","2","2017-12-06","b44b7246","b0bdaba1","n"
"3071580","9090728471322994660-1712061935-1","S","p","03","S","30233","S30233","2","8000086",NULL,NULL,"19:35:00","19:35:00","1","1","2017-12-06","33f099a9","5824a405","c"
"3071581","547241114196663568-1712061837-4","F","p","80","ICE","615","ICE615",,"8000086","19:10:00","19:15:00","19:12:00","19:17:00","4","4","2017-12-06","92aa733d","b0bdaba1","n"
"3071582","6053780164472486084-1712061853-20","S","p","03","S","31126","S31126","1","8000086","19:53:00","19:53:00","19:55:00","19:55:00","5","5","2017-12-06","45aeb500","c5a49365","n"
"3071584","4086513929874472277-1712061906-3","N","p","03","RE","10231","RE10231","2","8000086","19:22:00","19:22:00","19:27:00","19:35:00","10","10","2017-12-06","d18b9301","b0bdaba1","n"
"3071585","4647045061590027487-1712061513-11","F","p","80","ICE","104","ICE104",,"8000086","19:49:00","19:49:00","19:51:00","19:51:00","12","12","2017-12-06","38e1cb79","b0bdaba1","n"
"3071586","-6402686174748259117-1712061845-14","N","p","03","RE","11240","RE11240","42","8000086","19:58:00","19:58:00","20:00:00","20:00:00","6","6","2017-12-06","97faf90f","b0bdaba1","n"
"3071587","-2276068867316909569-1712061634-11","F","p","80","IC","2207","IC2207",,"8000086","19:53:00","20:07:00","19:55:00","20:08:00","2","2","2017-12-06","de5790d7","b0bdaba1","n"
"3071588","6721545301304745333-1712061936-3","N","p","03","RE","10029","RE10029","11","8000086","19:52:00","19:56:00","19:59:00","19:59:00","11","11","2017-12-06","676d8d51","b0bdaba1","n"
"3071589","-7642749524873959371-1712061741-7","N","p","03","RE","10631","RE10631","6","8000086","19:11:00","19:15:00","19:15:00","19:17:00","11","11","2017-12-06","a22dc998","b0bdaba1","n"
"3071590","-4338238213941570288-1712061926-3","D","p","AR","ABR","20034","ABR20034","RE19","8000086","19:43:00","19:43:00","19:44:00","19:44:00","10","10","2017-12-06","f61a5e1a","b0bdaba1","n"
"3071591","-2104538023754406477-1712061911-5","D","p","N2","NWB","75155","NWB75155","RB31","8000086","19:29:00","19:31:00",NULL,NULL,"8","8","2017-12-06","ccff25d6","b0bdaba1","n"
"3071592","-5660736572434426917-1712061555-7","F","p","3393","THA","9461","THA9461",,"8000086","19:53:00","20:11:00","19:54:00","20:14:00","13","13","2017-12-06","71fc8064","b0bdaba1","n"
"3071593","588827163274195690-1712061853-13","D","p","AR","ABR","90139","ABR90139","S7","8000087","19:47:00","19:47:00",NULL,NULL,"9","9","2017-12-06","c8c4593f","a265a158","n"
"3071594","6502039500581355398-1712061733-39","S","p","03","S","31114","S31114","1","8000087","19:27:00","19:28:00",NULL,NULL,"10","10","2017-12-06","45aeb500","a265a158","n"
"3071595","-3916697969844785219-1712061943-1","S","p","03","S","31131","S31131","1","8000087",NULL,NULL,"19:43:00","19:43:00","10","10","2017-12-06","4e627381","a265a158","n"
"3071596","1795611065202924531-1712061835-9","N","p","NXRE","RE","32550","RE32550","7","8000087","19:42:00","19:42:00","19:43:00","19:43:00","3","3","2017-12-06","fca831d5","8165e3e0","n"
"3071597","-8042949303667963488-1712061805-14","N","p","NXRB","RB","32518","RB32518","48","8000087","19:19:00","19:20:00","19:20:00","19:21:00","3","3","2017-12-06","763cde17","a265a158","n"
"3071598","-7786138703565093110-1712061913-7","N","p","NXRB","RB","32481","RB32481","48","8000087","19:36:00","19:36:00","19:37:00","19:37:00","1","1","2017-12-06","ec8bdaff","a265a158","n"
"3071599","7581789566792556568-1712061713-39","S","p","03","S","31110","S31110","1","8000087","19:07:00","19:12:00",NULL,NULL,"10","10","2017-12-06","45aeb500","a265a158","n"
"3071600","-7135109951695170464-1712061838-7","N","p","NXRB","RB","32477","RB32477","48","8000087","19:03:00","19:03:00","19:04:00","19:04:00","1","1","2017-12-06","cbdffa7a","a265a158","n"
"3071601","7784390550579926597-1712061813-13","D","p","AR","ABR","90133","ABR90133","S7","8000087","19:07:00","19:07:00",NULL,NULL,"9","9","2017-12-06","c8c4593f","a265a158","n"
"3071602","6669763494425629462-1712061932-1","D","p","AR","ABR","90138","ABR90138","S7","8000087",NULL,NULL,"19:32:00","19:32:00","9","9","2017-12-06","b2ffbe4e","a265a158","n"
"3071603","-3962947298210271778-1712061913-1","S","p","03","S","31129","S31129","1","8000087",NULL,NULL,"19:13:00","19:15:00","10","10","2017-12-06","4e627381","a265a158","n"
"3071604","-2195853814317097554-1712061843-16","N","p","NXRB","RB","32476","RB32476","48","8000087","19:51:00","20:03:00","19:52:00","20:04:00","3","3","2017-12-06","a6ffefbb","a265a158","n"
"3071605","-6352903298833408006-1712061708-17","N","p","NXRE","RE","32549","RE32549","7","8000087","19:14:00","19:18:00","19:15:00","19:19:00","1","1","2017-12-06","007d4458","5aabc158","n"
"3071606","147715242608041897-1712061513-10","F","p","80","ICE","504","ICE504",,"8000087","19:27:00","19:30:00","19:28:00","19:31:00","3","3","2017-12-06","220701ff","a265a158","n"
"3071607","-1169473105206200724-1712061912-1","D","p","AR","ABR","90134","ABR90134","S7","8000087",NULL,NULL,"19:12:00","19:12:00","9","9","2017-12-06","b2ffbe4e","a265a158","n"
"3071608","-1554949048800964838-1712061530-11","F","p","80","IC","2029","IC2029",,"8000087","19:25:00","19:27:00","19:26:00","19:29:00","1","1","2017-12-06","89ff073d","a265a158","n"
"3071609","1253771198994520654-1712061952-1","D","p","AR","ABR","90140","ABR90140","S7","8000087",NULL,NULL,"19:52:00","19:52:00","9","9","2017-12-06","b2ffbe4e","a265a158","n"
"3071610","877493224773128532-1712061833-13","D","p","AR","ABR","90135","ABR90135","S7","8000087","19:27:00","19:27:00",NULL,NULL,"9","9","2017-12-06","c8c4593f","a265a158","n"
"3071611","-4070946646814993183-1712061753-39","S","p","03","S","31116","S31116","1","8000087","19:47:00","19:50:00",NULL,NULL,"10","10","2017-12-06","45aeb500","a265a158","n"
"3071612","-288878765047492139-1712061907-5","D","p","X1","erx","83014","erx83014","RB37","8000088","19:54:00","19:54:00","20:14:00","20:14:00","1","1","2017-12-06","e443e3cc","49ff3f72","n"
"3071613","4044305892199401702-1712061913-10","D","p","X1","erx","83733","erx83733","RB38","8000088","19:57:00","20:05:00","19:59:00","20:07:00","5","5","2017-12-06","7d951d1f","49ff3f72","n"
"3071615","7662970503215082655-1712061851-10","D","p","X1","erx","83732","erx83732","RB38","8000088","19:58:00","20:01:00","20:01:00","20:03:00","7","7","2017-12-06","578ca38e","49ff3f72","n"
"3071616","-86815958295749872-1712061846-6","D","p","X1","erx","83015","erx83015","RB37","8000088","19:47:00","20:22:00","20:05:00","20:24:00","2","2","2017-12-06","ac74f90d","d420bd19","c"
"3071617","1801736835480313855-1712061934-1","S","p","0S","S","9254","S9254","3","8000089",NULL,NULL,"19:34:00","19:35:00","3","3","2017-12-06","ecf8fd2b","3247f146","n"
"3071618","2823818862285078134-1712061843-12","S","p","0S","S","9223","S9223","3","8000089","19:28:00","19:31:00",NULL,NULL,"3","3","2017-12-06","19a35873","3247f146","n"
"3071619","8461485245380565381-1712061809-9","D","p","R1","ME","81530","ME81530","RE5","8000089","19:02:00","19:02:00","19:03:00","19:04:00","2","2","2017-12-06","4f10985e","3247f146","n"
"3071620","6736266268172507325-1712061906-5","D","p","R1","ME","81529","ME81529","RE5","8000089","19:56:00","19:56:00","19:57:00","19:57:00","1","1","2017-12-06","290ba4f9","3247f146","n"
"3071621","-7183584692166297773-1712061823-12","S","p","0S","S","9217","S9217","3","8000089","19:08:00","19:22:00",NULL,NULL,"3","3","2017-12-06","19a35873","3247f146","n"
"3071622","3881599821234300265-1712061903-12","S","p","0S","S","9227","S9227","3","8000089","19:47:00","19:52:00",NULL,NULL,"3","3","2017-12-06","19a35873","3247f146","n"
"3071624","9081714206931388654-1712061846-9",NULL,"p","N4","DPN","24038","DPN24038","R8","8000090","19:26:00","19:26:00","19:27:00","19:27:00","4","4","2017-12-06","0b97e428","1a97bb42","n"
"3071625","-6200979686831149346-1712061914-3",NULL,"p","N4","DPN","24103","DPN24103","R7","8000090","19:28:00","19:28:00","19:30:00","19:30:00","3","3","2017-12-06","adad0018","1a97bb42","n"
"3071626","2810922478887383594-1712061914-3",NULL,"p","N4","DPN","24043","DPN24043","R7","8000090","19:28:00","19:28:00","19:33:00","19:33:00","3","3","2017-12-06","beddc038","1a97bb42","n"
"3071627","-2939440496859534106-1712061704-18","N","p","AMRE","RE","74712","RE74712","9","8000090","19:19:00","19:24:00","19:19:00","19:24:00","10","10","2017-12-06","7888b493","1a97bb42","n"
"3071628","-1536166533691560309-1712061906-4","N","p","05","RE","16265","RE16265","2","8000090","19:40:00","19:40:00","19:41:00","19:42:00","10","10","2017-12-06","5138c312","1a97bb42","n"
"3071629","-548559863765964768-1712061906-4","N","p","07","RB","58908","RB58908",,"8000091","19:20:00","19:20:00",NULL,NULL,"5","5","2017-12-06","6d5e3319","b38e70b3","n"
"3071630","7002473970808629621-1712061825-8","N","p","07","RB","58128","RB58128",,"8000091","19:31:00","19:33:00","19:32:00","19:34:00","2","3","2017-12-06","86480f64","b38e70b3","n"
"3071631","-7603062631093141566-1712061841-8","N","p","07","RB","58129","RB58129",,"8000091","19:23:00","19:25:00","19:24:00","19:26:00","3","3","2017-12-06","f7912b11","b38e70b3","n"
"3071632","-1146229580990818504-1712061838-9","N","p","07","RB","58686","RB58686",,"8000091","19:20:00","19:21:00",NULL,NULL,"1","1","2017-12-06","4df85dae","b38e70b3","n"
"3071633","4287518844357324773-1712061935-1","N","p","07","RB","58909","RB58909",,"8000091",NULL,NULL,"19:35:00","19:38:00","5","5","2017-12-06","0995b552","b38e70b3","n"
"3071634","-3272620334569597546-1712061815-7","N","p","02","RE","21083","RE21083","7","8000092","19:47:00","19:52:00","19:48:00","19:51:00","2","2","2017-12-06","0f0c3df0","1692574e","n"
"3071635","1732325021676910214-1712061855-5","D","p","O0","NBE","83838","NBE83838","RB71","8000092","19:18:00","19:22:00","19:19:00","19:23:00","1","1","2017-12-06","d88f7d2f","1692574e","n"
"3071636","-9100571008198146186-1712061923-4","D","p","O0","NBE","83835","NBE83835","RB71","8000092","19:39:00","19:41:00","19:40:00","19:41:00","2","2","2017-12-06","ff8c3011","1692574e","n"
"3071637","-6026814433990203943-1712061906-6","D","p","O0","NBE","75542","NBE75542","RB61","8000092","19:37:00","19:40:00","19:38:00","19:41:00","3","3","2017-12-06","60d841bf","1692574e","n"
"3071638","233823383339182368-1712061840-2","N","p","02","RE","11028","RE11028","6","8000092","19:00:00","19:03:00","19:01:00","19:05:00","2","2","2017-12-06","b20b62d8","1692574e","n"
"3071639","3029032962797176513-1712061849-7","D","p","A0","AKN","1408","AKN1408","A3","8000092","19:04:00","19:04:00",NULL,NULL,"1a","1a","2017-12-06","d7e638b6","1692574e","n"
"3071640","3247676367944606257-1712061854-6","D","p","O0","NBE","75541","NBE75541","RB61","8000092","19:22:00","19:23:00","19:23:00","19:24:00","3","3","2017-12-06","e637e327","1692574e","n"
"3071641","-6387884145392464225-1712061921-3","N","p","02","RE","21030","RE21030","70","8000092","19:46:00","19:48:00","19:47:00","19:50:00","1","1","2017-12-06","8e385b42","1692574e","n"
"3071642","-8341239924650312298-1712061904-1","D","p","O0","NBE","83883","NBE83883","RB71","8000092",NULL,NULL,"19:04:00","19:04:00","1","1","2017-12-06","6ded8928","1692574e","n"
"3071643","4522402874731433543-1712061843-3","N","p","02","RE","21078","RE21078","7","8000092","19:08:00","19:10:00","19:09:00","19:12:00","1","1","2017-12-06","10831660","1692574e","n"
"3071644","7352301080559470410-1712061914-1","D","p","A0","AKN","1403","AKN1403","A3","8000092",NULL,NULL,"19:14:00","19:14:00","1a","1a","2017-12-06","b0cb1c16","1692574e","n"
"3071646","7978693689081500639-1712061821-6","N","p","02","RE","21031","RE21031","70","8000092","19:10:00","19:10:00","19:11:00","19:12:00","2","2","2017-12-06","c0cbd13f","1692574e","n"
"3071647","8338145812647083823-1712061953-1","D","p","A0","AKN","4507","AKN4507","A3","8000092",NULL,NULL,"19:53:00","19:53:00","1a","1a","2017-12-06","38b4d190","1692574e","n"
"3071648","2512829008440403372-1712061722-13","N","p","02","RE","11033","RE11033","6","8000092","19:59:00","19:59:00","20:00:00","20:01:00","3","3","2017-12-06","f9ca923d","1692574e","n"
"3071649","3802057559028245523-1712061838-11","D","p","A0","AKN","4510","AKN4510","A3","8000092","19:25:00","19:25:00",NULL,NULL,"1a","1a","2017-12-06","2e2ba3d5","1692574e","n"
"3071650","-8505715160861135257-1712061832-12","D","p","N1","NWB","82981","NWB82981","RB77","8000093","19:53:00","19:53:00","20:02:00","20:03:00","4","4","2017-12-06","a6aa1c08","045d1ee4","n"
"3071651","8934660157619536063-1712061809-9","D","p","R1","ME","82828","ME82828","RE2","8000093","19:02:00","19:02:00","19:03:00","19:03:00","4","4","2017-12-06","0951834a","045d1ee4","n"
"3071654","-7765797165073287515-1712061937-4","D","p","N1","NWB","82980","NWB82980","RB77","8000093","19:53:00","19:53:00","20:02:00","20:02:00","1","1","2017-12-06","ef5f76c9","045d1ee4","n"
"3071655","6917333477019546835-1712061907-9","D","p","R1","ME","82830","ME82830","RE2","8000093","19:57:00","19:57:00","19:58:00","19:58:00","3","3","2017-12-06","0951834a","045d1ee4","n"
"3071656","3225558202159569339-1712061809-12","D","p","R1","ME","82829","ME82829","RE2","8000093","19:57:00","19:57:00","19:58:00","19:58:00","2","2","2017-12-06","b9ce3fe1","045d1ee4","n"
"3071657","5757837558522699603-1712061847-4","N","p","05","RE","10824","RE10824","8","8000094","19:03:00","19:06:00","19:03:00","19:07:00","1","1","2017-12-06","be2fe266","ab4764d5","n"
