"id","zugid","zugverkehrstyp","zugtyp","zugowner","zugklasse","zugnummer","zugnummerfull","linie","evanr","arzeitsoll","arzeitist","dpzeitsoll","dpzeitist","gleissoll","gleisist","datum","streckengeplanthash","streckenchangedhash","zugstatus"
"3077077","4866649218058075462-1712061833-11","D","p","R2","ERB","90390","ERB90390","59","8001522","19:16:00","19:19:00","19:16:00","19:20:00","1","1","2017-12-06","f7253f4a","734381ae","n"
"3077078","-2661729486119231897-1712061850-4","N","p","03","RB","14654","RB14654","53","8001522","19:03:00","19:04:00","19:04:00","19:05:00","1","1","2017-12-06","2b7a149b","734381ae","n"
"3077079","-4036473752574468375-1712061932-2","N","p","03","RB","10491","RB10491","52","8001522","19:36:00","19:38:00","19:37:00","19:38:00","2","2","2017-12-06","40ff75c3","734381ae","n"
"3077080","5688846998735950659-1712061903-9","D","p","R2","ERB","90344","ERB90344","59","8001523","19:37:00","19:38:00","19:38:00","19:39:00","1","1","2017-12-06","f7253f4a","31429ebf","n"
"3077081","-8441611097463808932-1712061937-4","D","p","R2","ERB","90391","ERB90391","59","8001523","19:49:00","19:49:00","19:49:00","19:50:00","2","2","2017-12-06","7fc1c77d","31429ebf","n"
"3077082","3316557286903702286-1712061907-4","D","p","R2","ERB","90345","ERB90345","59","8001523","19:19:00","19:22:00","19:19:00","19:23:00","2","2","2017-12-06","7fc1c77d","31429ebf","n"
"3077083","4866649218058075462-1712061833-9","D","p","R2","ERB","90390","ERB90390","59","8001523","19:07:00","19:07:00","19:08:00","19:08:00","1","1","2017-12-06","f7253f4a","31429ebf","n"
"3077084","-2904585293642415719-1712061923-4","N","p","03","RB","14657","RB14657","53","8001524","19:36:00","19:38:00","19:36:00","19:39:00","2","2","2017-12-06","f391c303","aab33d84","n"
"3077085","8268095487913573288-1712061851-7","N","p","03","RB","14656","RB14656","53","8001524","19:25:00","19:26:00","19:26:00","19:27:00","1","1","2017-12-06","d997d9c5","aab33d84","n"
"3077086","8179151403435267135-1712061950-2","N","p","03","RB","14658","RB14658","53","8001524","19:55:00","19:58:00","19:56:00","19:59:00","1","1","2017-12-06","2b7a149b","aab33d84","n"
"3077087","-520862660208841066-1712061853-4","N","p","03","RB","14655","RB14655","53","8001524","19:06:00","19:08:00","19:06:00","19:10:00","2","2","2017-12-06","fb7440e5","aab33d84","n"
"3077088","2318640568963648663-1712061947-5","S","p","03","S","31260","S31260","2","8001525","19:59:00","19:59:00","20:00:00","20:00:00","1","1","2017-12-06","4906edb3","92a2c1af","n"
"3077090","-8122367746725237606-1712061907-10","S","p","03","S","31259","S31259","2","8001525","19:41:00","19:52:00","19:41:00","19:52:00","2","2","2017-12-06","0dec83d2","92a2c1af","n"
"3077091","7461808659856105229-1712061927-5","S","p","03","S","30232","S30232","2","8001525","19:39:00","19:39:00","19:40:00","19:40:00","1","1","2017-12-06","dd612aee","92a2c1af","n"
"3077092","-4984555889666950896-1712061835-13","S","p","03","S","30231","S30231","2","8001525","19:21:00","19:31:00","19:21:00","19:31:00","2","2","2017-12-06","33f099a9","92a2c1af","n"
"3077093","5130535549115659286-1712061831-7","S","p","03","S","31299","S31299","2","8001525","19:01:00","19:02:00","19:01:00","19:02:00","2","2","2017-12-06","43c4dc50","92a2c1af","n"
"3077094","-5524702731542660499-1712061907-5","S","p","03","S","31258","S31258","2","8001525","19:19:00","19:22:00","19:20:00","19:24:00","1","1","2017-12-06","4906edb3","92a2c1af","n"
"3077095","-5345125353492885706-1712061856-13","S","p","03","S","31451","S31451","4","8001526","19:28:00","19:29:00","19:29:00","19:30:00","1","1","2017-12-06","c097042c","d063ff3f","n"
"3077096","-3380467535371523048-1712061853-7","S","p","03","S","30490","S30490","4","8001526","19:12:00","19:13:00","19:12:00","19:14:00","2","2","2017-12-06","d10eafe4","d063ff3f","n"
"3077097","-2901259878278624316-1712061913-7","S","p","03","S","30492","S30492","4","8001526","19:32:00","19:32:00","19:32:00","19:33:00","2","2","2017-12-06","d10eafe4","d063ff3f","n"
"3077098","-6020497642426364300-1712061928-13","S","p","03","S","30493","S30493","4","8001526","19:58:00","19:57:00","19:59:00","19:58:00","1","1","2017-12-06","c097042c","d063ff3f","n"
"3077099","3430878787251413567-1712061836-13","S","p","03","S","30491","S30491","4","8001526","19:05:00","19:07:00","19:06:00","19:09:00","1","1","2017-12-06","c097042c","d063ff3f","n"
"3077100","3115259432146135498-1712061843-7","S","p","03","S","31565","S31565","5","8001527","19:13:00","19:16:00","19:14:00","19:18:00","2","2","2017-12-06","07ab0ead","05b4f4a0","n"
"3077101","-8793945334853832785-1712061911-2","S","p","03","S","31566","S31566","5","8001527","19:15:00","19:16:00","19:16:00","19:17:00","1","1","2017-12-06","c6cc497c","05b4f4a0","n"
"3077102","3815507021693173837-1712061941-2","S","p","03","S","31568","S31568","5","8001527","19:45:00","19:46:00","19:46:00","19:47:00","1","1","2017-12-06","42b73b62","05b4f4a0","n"
"3077103","-7019409623240697511-1712061933-4","S","p","03","S","31567","S31567","5","8001527","19:43:00","19:44:00","19:44:00","19:44:00","2","2","2017-12-06","12579a90","05b4f4a0","n"
"3077104","6510894580538800067-1712061806-12","N","p","03","RB","14478","RB14478","43","8001528","19:04:00","19:04:00","19:04:00","19:05:00","1","1","2017-12-06","e896db18","f46eabc2","n"
"3077105","-7855960997022954272-1712061932-6","N","p","03","RB","14481","RB14481","43","8001528","19:50:00","19:50:00","19:51:00","19:52:00","1","1","2017-12-06","60a9104d","f46eabc2","n"
"3077106","-5345125353492885706-1712061856-12","S","p","03","S","31451","S31451","4","8001529","19:25:00","19:27:00","19:26:00","19:27:00","1","1","2017-12-06","c097042c","b4233e1a","n"
"3077107","-3380467535371523048-1712061853-8","S","p","03","S","30490","S30490","4","8001529","19:15:00","19:16:00","19:15:00","19:17:00","2","2","2017-12-06","d10eafe4","b4233e1a","n"
"3077108","-2901259878278624316-1712061913-8","S","p","03","S","30492","S30492","4","8001529","19:35:00","19:35:00","19:35:00","19:35:00","2","2","2017-12-06","d10eafe4","b4233e1a","n"
"3077109","-6020497642426364300-1712061928-12","S","p","03","S","30493","S30493","4","8001529","19:55:00","19:55:00","19:56:00","19:55:00","1","1","2017-12-06","c097042c","b4233e1a","n"
"3077110","3430878787251413567-1712061836-12","S","p","03","S","30491","S30491","4","8001529","19:03:00","19:05:00","19:03:00","19:05:00","1","1","2017-12-06","c097042c","b4233e1a","n"
"3077111","-9195640103891464722-1712061852-3","N","p","03","RB","20280","RB20280","51","8001530","19:00:00","19:00:00","19:01:00","19:01:00","1","1","2017-12-06","80579264","151fa04e","n"
"3077112","4367943502341069520-1712061802-18","N","p","03","RB","20275","RB20275","51","8001530","19:56:00","19:57:00","19:57:00","19:57:00","2","2","2017-12-06","b8d4c8bc","151fa04e","n"
"3077113","2324484870762654741-1712061834-9","D","p","R2","ERB","89945","ERB89945","50","8001530","19:17:00","19:18:00","19:17:00","19:18:00","2","2","2017-12-06","99b02941","151fa04e","n"
"3077114","-5257098755503887479-1712061935-3","D","p","R2","ERB","89946","ERB89946","50","8001530","19:42:00","19:44:00","19:43:00","19:45:00","1","1","2017-12-06","d832719b","151fa04e","n"
"3077115","2318640568963648663-1712061947-3","S","p","03","S","31260","S31260","2","8001531","19:54:00","19:55:00","19:55:00","19:55:00","1","1","2017-12-06","4906edb3","a978245b","n"
"3077116","-8122367746725237606-1712061907-12","S","p","03","S","31259","S31259","2","8001531","19:46:00","19:57:00","19:46:00","19:58:00","2","2","2017-12-06","0dec83d2","a978245b","n"
"3077117","7461808659856105229-1712061927-3","S","p","03","S","30232","S30232","2","8001531","19:34:00","19:35:00","19:35:00","19:35:00","1","1","2017-12-06","dd612aee","a978245b","n"
"3077118","-4984555889666950896-1712061835-15","S","p","03","S","30231","S30231","2","8001531","19:26:00","19:36:00","19:26:00","19:36:00","2","2","2017-12-06","33f099a9","a978245b","n"
"3077119","5130535549115659286-1712061831-9","S","p","03","S","31299","S31299","2","8001531","19:06:00","19:07:00","19:06:00","19:09:00","2","2","2017-12-06","43c4dc50","a978245b","n"
"3077120","-5524702731542660499-1712061907-3","S","p","03","S","31258","S31258","2","8001531","19:14:00","19:17:00","19:15:00","19:18:00","1","1","2017-12-06","4906edb3","a978245b","n"
"3077121","6510894580538800067-1712061806-16","N","p","03","RB","14478","RB14478","43","8001532","19:16:00","19:16:00","19:17:00","19:17:00","1","1","2017-12-06","e896db18","0bc8f113","n"
"3077122","-7855960997022954272-1712061932-2","N","p","03","RB","14481","RB14481","43","8001532","19:36:00","19:36:00","19:36:00","19:38:00","1","1","2017-12-06","60a9104d","0bc8f113","n"
"3077123","2324484870762654741-1712061834-10","D","p","R2","ERB","89945","ERB89945","50","8001533","19:20:00","19:21:00","19:21:00","19:21:00","2","2","2017-12-06","99b02941","4c413818","n"
"3077124","5237518911145882863-1712061702-19","N","p","03","RB","20273","RB20273","51","8001533","19:00:00","19:00:00","19:01:00","19:01:00","2","2","2017-12-06","b8d4c8bc","4c413818","n"
"3077125","-5257098755503887479-1712061935-2","D","p","R2","ERB","89946","ERB89946","50","8001533","19:40:00","19:41:00","19:40:00","19:42:00","1","1","2017-12-06","d832719b","4c413818","n"
"3077126","3408902549834408062-1712061952-2","N","p","03","RB","20282","RB20282","51","8001533","19:57:00","19:58:00","19:57:00","19:58:00","1","1","2017-12-06","67c9dcb6","4c413818","n"
"3077127","-3666300709799895472-1712061806-12","N","p","03","RB","10486","RB10486","52","8001534","19:14:00","19:14:00","19:15:00","19:15:00","1","1","2017-12-06","df256be8","23c8e01b","n"
"3077128","-4036473752574468375-1712061932-4","N","p","03","RB","10491","RB10491","52","8001534","19:44:00","19:45:00","19:45:00","19:46:00","1","1","2017-12-06","40ff75c3","23c8e01b","n"
"3077129","-5345125353492885706-1712061856-10","S","p","03","S","31451","S31451","4","8001535","19:21:00","19:23:00","19:22:00","19:23:00","1","1","2017-12-06","c097042c","c2b96b90","n"
"3077130","-3380467535371523048-1712061853-10","S","p","03","S","30490","S30490","4","8001535","19:19:00","19:20:00","19:19:00","19:20:00","2","2","2017-12-06","d10eafe4","c2b96b90","n"
"3077131","-2901259878278624316-1712061913-10","S","p","03","S","30492","S30492","4","8001535","19:39:00","19:39:00","19:39:00","19:39:00","2","2","2017-12-06","d10eafe4","c2b96b90","n"
"3077132","-6020497642426364300-1712061928-10","S","p","03","S","30493","S30493","4","8001535","19:51:00","19:51:00","19:52:00","19:52:00","1","1","2017-12-06","c097042c","c2b96b90","n"
"3077133","3115259432146135498-1712061843-6","S","p","03","S","31565","S31565","5","8001536","19:10:00","19:11:00","19:11:00","19:13:00","2","2","2017-12-06","07ab0ead","7edd9158","n"
"3077134","-8793945334853832785-1712061911-3","S","p","03","S","31566","S31566","5","8001536","19:18:00","19:19:00","19:19:00","19:20:00","1","1","2017-12-06","c6cc497c","7edd9158","n"
"3077135","3815507021693173837-1712061941-3","S","p","03","S","31568","S31568","5","8001536","19:48:00","19:48:00","19:49:00","19:49:00","1","1","2017-12-06","42b73b62","7edd9158","n"
"3077136","-7019409623240697511-1712061933-3","S","p","03","S","31567","S31567","5","8001536","19:40:00","19:40:00","19:41:00","19:41:00","2","2","2017-12-06","12579a90","7edd9158","n"
"3077137","2705575925356808816-1712061920-3","N","p","03","RE","10138","RE10138","1","8001537","19:33:00","19:46:00","19:34:00","19:47:00","1","1","2017-12-06","4a3a0636","90125eda","n"
"3077138","1372751043205302214-1712061651-22","N","p","03","RE","10133","RE10133","1","8001537","19:22:00","19:29:00","19:23:00","19:30:00","4","4","2017-12-06","34ef9881","90125eda","n"
"3077139","-6364039003748193985-1712061930-5","D","p","R2","ERB","89896","ERB89896","RE3","8001537","19:47:00","19:54:00","19:48:00","19:55:00","1","1","2017-12-06","0289ebfc","90125eda","n"
"3077140","-6583463854750554487-1712061745-13","D","p","R2","ERB","89891","ERB89891","RE3","8001537","19:08:00","19:12:00","19:09:00","19:12:00","4","4","2017-12-06","86c79343","90125eda","n"
"3077141","-3666300709799895472-1712061806-11","N","p","03","RB","10486","RB10486","52","8001538","19:11:00","19:11:00","19:11:00","19:11:00","1","1","2017-12-06","df256be8","4f9ba51f","n"
"3077142","-4036473752574468375-1712061932-5","N","p","03","RB","10491","RB10491","52","8001538","19:47:00","19:48:00","19:48:00","19:49:00","1","1","2017-12-06","40ff75c3","4f9ba51f","n"
"3077143","6510894580538800067-1712061806-13","N","p","03","RB","14478","RB14478","43","8001539","19:06:00","19:06:00","19:07:00","19:07:00","1","1","2017-12-06","e896db18","ce5b548e","n"
"3077144","-7855960997022954272-1712061932-5","N","p","03","RB","14481","RB14481","43","8001539","19:47:00","19:47:00","19:48:00","19:48:00","1","1","2017-12-06","60a9104d","ce5b548e","n"
"3077146","-3380467535371523048-1712061853-17","S","p","03","S","30490","S30490","4","8001540","19:39:00","19:39:00","19:39:00","19:40:00","1","1","2017-12-06","d10eafe4","9b06fd36","n"
"3077147","-2901259878278624316-1712061913-17","S","p","03","S","30492","S30492","4","8001540","19:59:00","19:59:00","19:59:00","20:01:00","1","1","2017-12-06","d10eafe4","9b06fd36","n"
"3077148","-6694890915086249421-1712061956-3","S","p","03","S","31455","S31455","4","8001540","19:59:00","20:00:00","20:00:00","20:01:00","2","2","2017-12-06","c097042c","9b06fd36","n"
"3077149","4870306743606817559-1712061833-17","S","p","03","S","30488","S30488","4","8001540","19:19:00","19:22:00","19:19:00","19:22:00","1","1","2017-12-06","d10eafe4","9b06fd36","n"
"3077150","-6020497642426364300-1712061928-3","S","p","03","S","30493","S30493","4","8001540","19:31:00","19:32:00","19:32:00","19:33:00","2","2","2017-12-06","c097042c","9b06fd36","n"
"3077151","6510894580538800067-1712061806-14","N","p","03","RB","14478","RB14478","43","8001541","19:10:00","19:10:00","19:10:00","19:10:00","1","1","2017-12-06","e896db18","521e1ba1","n"
"3077152","-7855960997022954272-1712061932-4","N","p","03","RB","14481","RB14481","43","8001541","19:43:00","19:43:00","19:44:00","19:44:00","1","1","2017-12-06","60a9104d","521e1ba1","n"
"3077153","-5345125353492885706-1712061856-4","S","p","03","S","31451","S31451","4","8001542","19:02:00","19:03:00","19:02:00","19:02:00","2","2","2017-12-06","c097042c","bbcf5563","n"
"3077154","-3380467535371523048-1712061853-16","S","p","03","S","30490","S30490","4","8001542","19:35:00","19:35:00","19:36:00","19:36:00","1","1","2017-12-06","d10eafe4","bbcf5563","n"
"3077155","-2901259878278624316-1712061913-16","S","p","03","S","30492","S30492","4","8001542","19:55:00","19:55:00","19:56:00","19:56:00","1","1","2017-12-06","d10eafe4","bbcf5563","n"
"3077156","4870306743606817559-1712061833-16","S","p","03","S","30488","S30488","4","8001542","19:15:00","19:18:00","19:16:00","19:19:00","1","1","2017-12-06","d10eafe4","bbcf5563","n"
"3077157","-6020497642426364300-1712061928-4","S","p","03","S","30493","S30493","4","8001542","19:34:00","19:35:00","19:34:00","19:34:00","2","2","2017-12-06","c097042c","bbcf5563","n"
"3077158","-4439321982234421879-1712061847-7","S","p","03","S","30294","S30294","2","8001543","19:03:00","19:04:00","19:04:00","19:08:00","4","4","2017-12-06","6e18daee","971e1520","n"
"3077159","-8597033347553503535-1712061830-8","D","p","R2","ERB","89894","ERB89894","RE3","8001543","19:09:00","19:10:00","19:10:00","19:29:00","1","1","2017-12-06","0289ebfc","971e1520","n"
"3077160","7151881917849980267-1712061845-10","D","p","R2","ERB","89893","ERB89893","RE3","8001543","19:48:00","19:52:00","19:49:00","19:53:00","2","2","2017-12-06","86c79343","971e1520","n"
"3077161","-8122367746725237606-1712061907-8","S","p","03","S","31259","S31259","2","8001543","19:36:00","19:48:00","19:37:00","19:49:00","5","5","2017-12-06","0dec83d2","971e1520","n"
"3077162","7461808659856105229-1712061927-7","S","p","03","S","30232","S30232","2","8001543","19:43:00","19:44:00","19:44:00","19:44:00","4","4","2017-12-06","dd612aee","971e1520","n"
"3077163","-4984555889666950896-1712061835-11","S","p","03","S","30231","S30231","2","8001543","19:16:00","19:27:00","19:17:00","19:28:00","5","5","2017-12-06","33f099a9","971e1520","n"
"3077164","-5524702731542660499-1712061907-7","S","p","03","S","31258","S31258","2","8001543","19:23:00","19:27:00","19:24:00","19:37:00","4","4","2017-12-06","4906edb3","971e1520","n"
"3077165","-6900100280945518655-1712061932-5","S","p","03","S","30283","S30283","2","8001543","19:56:00","19:59:00","19:57:00","19:59:00","5","5","2017-12-06","43c4dc50","971e1520","n"
"3077166","6510894580538800067-1712061806-15","N","p","03","RB","14478","RB14478","43","8001544","19:13:00","19:13:00","19:14:00","19:14:00","2","2","2017-12-06","e896db18","1c5ed190","n"
"3077167","-7855960997022954272-1712061932-3","N","p","03","RB","14481","RB14481","43","8001544","19:39:00","19:40:00","19:39:00","19:40:00","1","1","2017-12-06","60a9104d","1c5ed190","n"
"3077168","5688846998735950659-1712061903-8","D","p","R2","ERB","90344","ERB90344","59","8001545","19:34:00","19:35:00","19:35:00","19:36:00","1","1","2017-12-06","f7253f4a","d16f37c0","n"
"3077169","-8441611097463808932-1712061937-5","D","p","R2","ERB","90391","ERB90391","59","8001545","19:52:00","19:53:00","19:53:00","19:53:00","2","2","2017-12-06","7fc1c77d","d16f37c0","n"
"3077170","3316557286903702286-1712061907-5","D","p","R2","ERB","90345","ERB90345","59","8001545","19:22:00","19:26:00","19:23:00","19:27:00","2","2","2017-12-06","7fc1c77d","d16f37c0","n"
"3077171","4866649218058075462-1712061833-8","D","p","R2","ERB","90390","ERB90390","59","8001545","19:04:00","19:04:00","19:05:00","19:05:00","1","1","2017-12-06","f7253f4a","d16f37c0","n"
"3077172","-5345125353492885706-1712061856-15","S","p","03","S","31451","S31451","4","8001546","19:33:00","19:34:00","19:33:00","19:34:00","1","1","2017-12-06","c097042c","3541b0ce","n"
"3077173","-7166590335916877190-1712061941-5","S","p","03","S","31458","S31458","4","8001546","19:58:00","19:58:00","19:58:00","19:58:00","2","2","2017-12-06","d10eafe4","3541b0ce","n"
"3077174","-3380467535371523048-1712061853-5","S","p","03","S","30490","S30490","4","8001546","19:08:00","19:09:00","19:08:00","19:09:00","2","2","2017-12-06","d10eafe4","3541b0ce","n"
"3077175","-2901259878278624316-1712061913-5","S","p","03","S","30492","S30492","4","8001546","19:28:00","19:28:00","19:28:00","19:28:00","2","2","2017-12-06","d10eafe4","3541b0ce","n"
"3077176","3430878787251413567-1712061836-15","S","p","03","S","30491","S30491","4","8001546","19:10:00","19:14:00","19:10:00","19:14:00","1","1","2017-12-06","c097042c","3541b0ce","n"
"3077177","-5382127937311884253-1712061936-4","D","p","E0","EVB","82678","EVB82678","RB33","8001547","19:58:00","20:01:00","20:03:00","20:03:00","1","1","2017-12-06","407dfeb4","6c0bc3be","n"
"3077179","7273562638023394822-1712061839-3","D","p","E0","EVB","82677","EVB82677","RB33","8001547","19:01:00","19:01:00","19:02:00","19:05:00","2","2","2017-12-06","56da65f8","6c0bc3be","n"
"3077180","38911177666100103-1712061938-3","N","p","07","RB","58688","RB58688",,"8001548","19:45:00","19:46:00","19:46:00","19:47:00","1","1","2017-12-06","4df85dae","de9a8c27","n"
"3077181","-7069837900388723493-1712061835-7","N","p","07","RB","58689","RB58689",,"8001548","19:13:00","19:15:00","19:13:00","19:15:00","1","1","2017-12-06","0d7daee7","de9a8c27","n"
"3077182","-3380467535371523048-1712061853-18","S","p","03","S","30490","S30490","4","8001549","19:41:00","19:41:00","19:41:00","19:41:00","1","1","2017-12-06","d10eafe4","2fe8f5bc","n"
"3077183","-6694890915086249421-1712061956-2","S","p","03","S","31455","S31455","4","8001549","19:57:00","19:58:00","19:58:00","19:59:00","1","1","2017-12-06","c097042c","2fe8f5bc","n"
"3077184","4870306743606817559-1712061833-18","S","p","03","S","30488","S30488","4","8001549","19:21:00","19:23:00","19:21:00","19:23:00","1","1","2017-12-06","d10eafe4","2fe8f5bc","n"
"3077185","-6020497642426364300-1712061928-2","S","p","03","S","30493","S30493","4","8001549","19:29:00","19:30:00","19:30:00","19:31:00","1","1","2017-12-06","c097042c","2fe8f5bc","n"
"3077186","-4242418851433017651-1712061813-18","S","p","03","S","30486","S30486","4","8001549","19:01:00","19:02:00","19:01:00","19:02:00","1","1","2017-12-06","d10eafe4","2fe8f5bc","n"
"3077187","-7977895268390732614-1712061857-5","N","p","05","RB","15860","RB15860","61","8001554","19:11:00","19:25:00","19:11:00","19:25:00",,,"2017-12-06","bae11725","e0150f00","n"
"3077188","52410029930616550-1712061851-5","N","p","05","RB","15861","RB15861","61","8001554","19:05:00","19:16:00","19:05:00","19:20:00",,,"2017-12-06","51afc61a","e0150f00","n"
"3077189","8483129734379960400-1712061913-8","N","p","05","RB","15862","RB15862","61","8001554","19:42:00","19:46:00","19:43:00","19:47:00",,,"2017-12-06","06839512","e0150f00","n"
"3077190","-6837502338769874012-1712061915-5","N","p","05","RB","15863","RB15863","61","8001554","19:36:00","19:40:00","19:36:00","19:40:00",,,"2017-12-06","9e1d3008","e0150f00","n"
"3077191","-1527168085852418038-1712061837-12","N","p","03","RB","10688","RB10688","33","8001557","19:20:00","19:20:00","19:21:00","19:21:00",,,"2017-12-06","88d4dac1","2eda9409","n"
"3077192","-4531018021965307081-1712061932-4","N","p","03","RB","10691","RB10691","33","8001557","19:38:00","19:38:00","19:38:00","19:38:00",,,"2017-12-06","08bb025d","2173599e","n"
"3077193","-1220189080016889519-1712061821-15","D","p","R2","ERB","90032","ERB90032","89","8001558","19:31:00","19:33:00","19:32:00","19:33:00","1","1","2017-12-06","fcd9aaa8","c813b498","n"
"3077194","-4728740521952313630-1712061910-4","D","p","R2","ERB","90115","ERB90115","89","8001558","19:23:00","19:31:00","19:23:00","19:32:00","2","2","2017-12-06","08ca466b","c813b498","n"
"3077195","816221543435404257-1712061908-6","N","p","NXRE","RE","32553","RE32553","7","8001558","19:46:00","19:46:00","19:47:00","19:47:00","2","2","2017-12-06","007d4458","6ee8cb1a","c"
"3077196","8521703144315962484-1712061635-20","N","p","NXRE","RE","32546","RE32546","7","8001558","19:07:00","19:07:00","19:08:00","19:08:00","1","1","2017-12-06","378b1b11","eb2e2f82","n"
"3077197","-5500905107322741307-1712061751-15","D","p","R2","ERB","90080","ERB90080","89","8001558","19:01:00","19:03:00","19:02:00","19:03:00","1","1","2017-12-06","fcd9aaa8","c813b498","n"
"3077198","262720856033447167-1712061827-13","D","p","R2","ERB","89990","ERB89990","89","8001558","19:31:00","19:33:00","19:32:00","19:33:00","1","1","2017-12-06","ba4daf70","c813b498","n"
"3077199","7171956880150959152-1712061910-4","D","p","R2","ERB","89993","ERB89993","89","8001558","19:23:00","19:31:00","19:23:00","19:32:00","2","2","2017-12-06","30d8c385","c813b498","n"
"3077200","2882594669711548525-1712061837-14","D","p","N1","NWB","83229","NWB83229","RS2","8001561","19:41:00","19:41:00","19:42:00","19:42:00","2","2","2017-12-06","5ec81c32","175f69e0","n"
"3077201","985058260264571402-1712061846-7","D","p","N1","NWB","83228","NWB83228","RS2","8001561","19:17:00","19:17:00","19:18:00","19:18:00","1","1","2017-12-06","bc0eec55","175f69e0","n"
"3077202","-5051717854979034738-1712061804-35","S","p","03","S","33132","S33132","11","8001566","19:43:00","19:48:00","19:44:00","19:49:00","1","1","2017-12-06","cbcf1e67","31b4cd16","n"
"3077203","3741024623306872828-1712061913-2","S","p","03","S","33131","S33131","11","8001566","19:15:00","19:16:00","19:15:00","19:16:00","1","1","2017-12-06","b83d227a","31b4cd16","n"
"3077204","2070594201662530641-1712061724-35","S","p","03","S","33126","S33126","11","8001566","19:03:00","19:07:00","19:04:00","19:08:00","1","1","2017-12-06","cbcf1e67","31b4cd16","n"
"3077205","-3021944250812921223-1712061744-35","S","p","03","S","33128","S33128","11","8001566","19:23:00","19:25:00","19:24:00","19:27:00","1","1","2017-12-06","cbcf1e67","31b4cd16","n"
"3077206","5958897081679244515-1712061953-2","S","p","03","S","33137","S33137","11","8001566","19:55:00","19:58:00","19:55:00","19:59:00","1","1","2017-12-06","b83d227a","31b4cd16","n"
"3077207","1810647472492472834-1712061933-2","S","p","03","S","33135","S33135","11","8001566","19:35:00","19:38:00","19:35:00","19:39:00","1","1","2017-12-06","06b04302","31b4cd16","n"
"3077208","2336769217118095147-1712061835-29","S","p","05","S","35163","S35163","1","8001567","19:54:00","19:58:00","19:55:00","19:59:00","1","1","2017-12-06","b5907ecd","74c3263d","n"
"3077209","8873351982035387838-1712061858-4","S","p","05","S","35162","S35162","1","8001567","19:05:00","19:08:00","19:06:00","19:08:00","2","2","2017-12-06","db407778","74c3263d","n"
"3077210","-6106134667203055483-1712061928-4","S","p","05","S","35164","S35164","1","8001567","19:35:00","19:38:00","19:36:00","19:38:00","2","2","2017-12-06","db407778","74c3263d","n"
"3077211","1682520078349305928-1712061805-29","S","p","05","S","35161","S35161","1","8001567","19:24:00","19:30:00","19:25:00","19:31:00","1","1","2017-12-06","b5907ecd","74c3263d","n"
"3077212","-7810862780003330184-1712061802-26","S","p","05","S","36153","S36153","1","8001567","19:09:00","19:15:00","19:10:00","19:16:00","1","1","2017-12-06","545c0240","74c3263d","n"
"3077213","-5506144442959312342-1712061935-3","N","p","06","RB","33627","RB33627","73","8001570","19:41:00","19:41:00","19:41:00","19:43:00","1","1","2017-12-06","64016299","252e03b9","n"
"3077214","-7910131970301030718-1712061910-13","N","p","06","RB","33670","RB33670","73","8001570","19:46:00","19:48:00","19:47:00","19:49:00","2","2","2017-12-06","9656e49b","252e03b9","n"
"3077215","-1443385278319175694-1712061803-20","N","p","06","RB","33628","RB33628","73","8001570","19:16:00","19:18:00","19:17:00","19:19:00","2","2","2017-12-06","6ff93b3f","252e03b9","n"
"3077216","-8805374243459862006-1712061905-3","N","p","06","RB","33675","RB33675","73","8001570","19:11:00","19:11:00","19:11:00","19:12:00","1","1","2017-12-06","987f2451","252e03b9","n"
"3077217","8214086301545708936-1712061725-17","D","p","R2","ERB","20088","ERB20088","RE13","8001571","19:37:00","19:38:00","19:38:00","19:39:00","2","2","2017-12-06","bebaa4ac","9bbc3423","n"
"3077218","5715407205929511308-1712061905-5","D","p","R2","ERB","20093","ERB20093","RE13","8001571","19:22:00","19:23:00","19:22:00","19:23:00","1","1","2017-12-06","e859cf65","9bbc3423","n"
"3077219","1645602920501559990-1712061905-10","S","p","A6S4","S","85436","S85436","4","8001576","19:24:00","19:24:00","19:24:00","19:24:00",,,"2017-12-06","6f326f41","5d4b3591","n"
"3077220","-1295583768612757627-1712061833-21","S","p","A6S4","S","85401","S85401","4","8001576","19:14:00","19:56:00","19:14:00","19:56:00",,,"2017-12-06","d6a9a440","5d4b3591","n"
"3077221","6981340941805998949-1712061853-21","S","p","A6S4","S","85403","S85403","4","8001576","19:34:00","20:19:00","19:34:00","20:19:00",,,"2017-12-06","e745ee88","5d4b3591","n"
"3077222","-8850742222838691257-1712061745-53","S","p","A6S4","S","85378","S85378","4","8001576","19:44:00","19:44:00","19:44:00","19:44:00",,,"2017-12-06","6e61922f","5d4b3591","n"
"3077223","-8093487084508308820-1712061911-2","S","p","07","S","8700","S8700","7","8001578","19:13:00","19:14:00","19:14:00","19:14:00","1","1","2017-12-06","4982befc","56620e32","n"
"3077224","333290879899645405-1712061804-32","S","p","07","S","6795","S6795","7","8001578","19:24:00","19:26:00","19:24:00","19:26:00","1","1","2017-12-06","a6f1a3ca","25831cc9","n"
"3077225","-2903041101696117674-1712061924-5","S","p","07","S","8702","S8702","7","8001578","19:33:00","19:35:00","19:34:00","19:35:00","1","1","2017-12-06","2b7a5f28","56620e32","n"
"3077226","-2172053670686576688-1712061824-32","S","p","07","S","6797","S6797","7","8001578","19:44:00","19:46:00","19:44:00","19:46:00","1","1","2017-12-06","121f889b","56620e32","n"
